Begin
50
5
N
0,11,18,44,44
0,10,70,82,82
0,1,14,40,40
0,19,76,121,121
0,10,81,113,113
0,3,6,8,8
0,2,52,57,57
0,8,14,33,33
0,17,98,132,132
0,2,27,42,42
0,7,84,103,103
0,17,41,91,91
0,2,29,35,35
0,13,35,70,70
0,11,81,101,101
0,3,84,105,105
0,4,91,138,138
0,7,30,80,80
0,14,21,61,61
0,8,21,23,23
0,14,60,101,101
0,1,32,34,34
0,1,41,57,57
0,4,4,32,32
0,17,68,80,80
0,5,69,71,71
0,14,98,144,144
0,13,27,34,34
0,12,96,107,107
0,8,28,46,46
0,10,98,139,139
0,6,98,104,104
0,7,103,129,129
0,14,24,51,51
0,5,100,102,102
0,10,28,62,62
0,10,96,122,122
0,9,55,88,88
0,12,17,42,42
0,16,61,96,96
0,3,94,123,123
0,20,37,62,62
0,2,53,75,75
0,13,29,56,56
0,4,41,66,66
0,4,86,120,120
0,18,49,76,76
0,8,81,131,131
0,1,31,33,33
0,11,19,44,44
Begin
50
5
N
0,5,27,48,48
0,17,36,66,66
0,7,36,40,40
0,16,107,120,120
0,6,12,43,43
0,16,42,64,64
0,10,23,61,61
0,1,54,79,79
0,1,59,99,99
0,2,14,58,58
0,12,49,54,54
0,20,38,53,53
0,12,61,90,90
0,14,38,63,63
0,19,73,101,101
0,12,45,86,86
0,20,100,148,148
0,16,97,121,121
0,6,88,91,91
0,1,90,99,99
0,19,64,92,92
0,1,44,81,81
0,7,7,18,18
0,19,86,109,109
0,8,67,117,117
0,20,34,50,50
0,16,30,36,36
0,15,105,152,152
0,5,20,58,58
0,6,26,58,58
0,10,22,26,26
0,1,15,41,41
0,15,61,87,87
0,20,56,65,65
0,9,86,126,126
0,9,81,128,128
0,15,65,68,68
0,18,40,89,89
0,17,61,67,67
0,12,84,100,100
0,4,21,43,43
0,6,24,53,53
0,17,110,112,112
0,7,96,116,116
0,11,42,50,50
0,7,81,126,126
0,5,54,73,73
0,7,43,74,74
0,6,22,24,24
0,8,81,120,120
Begin
50
5
N
0,15,108,156,156
0,3,24,30,30
0,15,17,19,19
0,16,51,98,98
0,4,92,104,104
0,8,26,75,75
0,5,47,70,70
0,13,85,126,126
0,6,105,155,155
0,7,44,80,80
0,2,9,42,42
0,1,22,65,65
0,3,97,142,142
0,4,75,87,87
0,3,91,96,96
0,8,31,46,46
0,7,55,91,91
0,17,29,51,51
0,13,50,71,71
0,13,82,122,122
0,7,84,128,128
0,20,100,103,103
0,18,112,112,112
0,15,28,64,64
0,20,45,75,75
0,2,64,106,106
0,8,104,119,119
0,2,79,101,101
0,11,51,92,92
0,20,21,46,46
0,15,51,64,64
0,13,47,50,50
0,14,33,83,83
0,14,107,113,113
0,9,99,118,118
0,1,100,100,100
0,17,53,102,102
0,4,50,87,87
0,12,112,118,118
0,8,103,110,110
0,18,87,112,112
0,4,33,75,75
0,5,104,105,105
0,5,73,122,122
0,7,16,60,60
0,15,26,69,69
0,15,111,122,122
0,14,25,59,59
0,9,80,114,114
0,11,21,52,52
Begin
50
5
N
0,14,114,129,129
0,4,19,49,49
0,1,38,67,67
0,2,61,74,74
0,1,95,113,113
0,19,86,110,110
0,16,57,78,78
0,20,30,57,57
0,14,67,79,79
0,7,14,31,31
0,19,96,113,113
0,5,101,126,126
0,17,116,160,160
0,9,14,37,37
0,14,22,42,42
0,1,101,104,104
0,11,86,110,110
0,19,92,122,122
0,10,47,53,53
0,15,85,95,95
0,2,66,115,115
0,9,97,143,143
0,19,91,137,137
0,17,31,79,79
0,6,90,92,92
0,14,103,104,104
0,16,56,96,96
0,6,41,66,66
0,17,102,147,147
0,20,79,108,108
0,4,72,83,83
0,3,15,20,20
0,1,7,48,48
0,19,108,157,157
0,19,35,75,75
0,19,105,140,140
0,20,82,86,86
0,16,104,126,126
0,6,78,93,93
0,4,72,117,117
0,15,99,127,127
0,20,117,152,152
0,2,2,40,40
0,18,114,146,146
0,17,103,143,143
0,14,95,128,128
0,7,86,100,100
0,9,65,73,73
0,18,103,147,147
0,4,4,32,32
Begin
50
5
N
0,2,78,98,98
0,13,85,103,103
0,7,85,103,103
0,2,68,84,84
0,15,66,75,75
0,11,27,77,77
0,4,54,93,93
0,9,103,120,120
0,12,94,103,103
0,10,109,118,118
0,1,5,53,53
0,9,76,109,109
0,16,115,137,137
0,4,8,13,13
0,10,85,116,116
0,14,39,78,78
0,13,54,68,68
0,9,95,106,106
0,16,62,63,63
0,19,113,113,113
0,3,100,103,103
0,2,42,79,79
0,15,34,70,70
0,4,39,78,78
0,6,90,116,116
0,18,68,107,107
0,14,28,37,37
0,20,77,79,79
0,4,37,62,62
0,5,32,54,54
0,5,46,66,66
0,6,54,94,94
0,1,22,72,72
0,15,54,71,71
0,11,77,86,86
0,1,56,91,91
0,17,38,80,80
0,20,36,57,57
0,1,34,72,72
0,11,65,66,66
0,20,96,117,117
0,8,12,58,58
0,4,10,16,16
0,4,85,111,111
0,11,43,51,51
0,15,50,86,86
0,9,24,71,71
0,6,20,25,25
0,14,31,53,53
0,9,80,129,129
Begin
50
5
N
0,9,77,114,114
0,18,23,62,62
0,16,39,82,82
0,18,58,91,91
0,9,103,152,152
0,12,77,93,93
0,7,13,37,37
0,5,37,68,68
0,7,106,146,146
0,16,56,81,81
0,16,100,109,109
0,10,80,92,92
0,6,53,76,76
0,3,40,84,84
0,16,94,135,135
0,16,51,74,74
