Begin
50
5
N
0,11,18,44,44
0,10,70,82,82
0,1,14,40,40
0,19,76,121,121
0,10,81,113,113
0,3,6,8,8
0,2,52,57,57
0,8,14,33,33
0,17,98,132,132
0,2,27,42,42
0,7,84,103,103
0,17,41,91,91
0,2,29,35,35
0,13,35,70,70
0,11,81,101,101
0,3,84,105,105
0,4,91,138,138
0,7,30,80,80
0,14,21,61,61
0,8,21,23,23
0,14,60,101,101
0,1,32,34,34
0,1,41,57,57
0,4,4,32,32
0,17,68,80,80
0,5,69,71,71
0,14,98,144,144
0,13,27,34,34
0,12,96,107,107
0,8,28,46,46
0,10,98,139,139
0,6,98,104,104
0,7,103,129,129
0,14,24,51,51
0,5,100,102,102
0,10,28,62,62
0,10,96,122,122
0,9,55,88,88
0,12,17,42,42
0,16,61,96,96
0,3,94,123,123
0,20,37,62,62
0,2,53,75,75
0,13,29,56,56
0,4,41,66,66
0,4,86,120,120
0,18,49,76,76
0,8,81,131,131
0,1,31,33,33
0,11,19,44,44
Begin
50
5
N
0,5,27,48,48
0,17,36,66,66
0,7,36,40,40
0,16,107,120,120
0,6,12,43,43
0,16,42,64,64
0,10,23,61,61
0,1,54,79,79
0,1,59,99,99
0,2,14,58,58
0,12,49,54,54
0,20,38,53,53
0,12,61,90,90
0,14,38,63,63
0,19,73,101,101
0,12,45,86,86
0,20,100,148,148
0,16,97,121,121
0,6,88,91,91
0,1,90,99,99
0,19,64,92,92
0,1,44,81,81
0,7,7,18,18
0,19,86,109,109
0,8,67,117,117
0,20,34,50,50
0,16,30,36,36
0,15,105,152,152
0,5,20,58,58
0,6,26,58,58
0,10,22,26,26
0,1,15,41,41
0,15,61,87,87
0,20,56,65,65
0,9,86,126,126
0,9,81,128,128
0,15,65,68,68
0,18,40,89,89
0,17,61,67,67
0,12,84,100,100
0,4,21,43,43
0,6,24,53,53
0,17,110,112,112
0,7,96,116,116
0,11,42,50,50
0,7,81,126,126
0,5,54,73,73
0,7,43,74,74
0,6,22,24,24
0,8,81,120,120
